38,.0051,68.2,-0.05
0,0,0,1.0
6,.0087,0,1.0
37,.0153,0,1.0

85,.0217,64.5,0.01
0,0,0,1.0
0,0,0,1.0
41,.0053,68.7,-0.06

11,.0049,65.1,-0.0
100,.0255,68.8,-0.06
0,0,0,1.0
7,.0042,65,0.0

514,.0522,64.9,0.0
0,0,0,1.0
666,.0676,65.9,-0.01
669,.0896,61.3,0.06

291,.0748,64.2,0.01
229,.0656,61.5,0.05
230,.0714,58.2,0.1
281,.0799,61.5,0.05

430,.1107,56,0.14
0,0,0,1.0
432,.1166,61,0.06
291,.0717,60.4,0.07

187,.0592,63.5,0.02
9,0,0,1.0
131,.0581,58.7,0.1
142,.0682,57.2,0.12

56,.0124,68.6,-0.06
56,.0124,68.6,-0.06
56,.0124,68.6,-0.06
76,.0124,68.5,-0.05

128,.0393,61.8,0.05
661,.1112,60,0.08
0,0,0,1.0
87,.0171,0,1.0

36,.0796,0,1.0
569,.1048,52,0.2
638,.1195,53.5,0.18
34,.0772,0,1.0

71,.0145,0,1.0
0,0,0,1.0
398,.0394,65.4,-0.01
766,.0751,45.2,0.3

0,0,0,1.0
108,.0445,64.6,0.01
106,.0499,61.3,0.06
106,.0499,61.3,0.06

145,.1012,63,0.03
44,0,0,1.0
478,.0922,63.4,0.02
89,.0798,55.6,0.14

167,.0693,57.6,0.11
111,.2515,18.5,0.72
239,.0946,50.4,0.22
0,0,0,1.0

48,.1,0,1.0
570,.1424,32.1,0.51
513,.1583,29.8,0.54
22,.0665,0,1.0

247,.0945,53.8,0.17
9,0,0,1.0
183,.0794,52.2,0.2
155,.0745,53.8,0.17

15,0,0,1.0
0,0,0,1.0
88,.0353,66.3,-0.02
96,.0469,62.4,0.04

19,0,0,1.0
0,0,0,1.0
460,.0704,57.6,0.11
252,.0494,63.3,0.03

0,0,0,1.0
329,.0436,68,-0.05
453,.0702,65.6,-0.01
218,.0348,65.1,-0.0

117,.3516,15.2,0.77
0,0,0,1.0
286,.1877,24.5,0.62
31,0,0,1.0

0,0,0,1.0
52,.0059,67.6,-0.04
275,.0384,55.5,0.15
76,.0107,65.3,-0.0

448,.074,68.8,-0.06
4,.0037,0,1.0
365,.0765,66,-0.02
314,.0924,60.6,0.07

154,.0457,64.7,0.0
745,.1228,71.8,-0.1
0,0,0,1.0
117,.3915,0,1.0

204,.058,66.1,-0.02
778,.134,63,0.03
0,0,0,1.0
85,.5479,0,1.0

618,.1104,60.1,0.08
0,0,0,1.0
611,.0934,65.3,-0.0
430,.0879,62.6,0.04

575,.1152,56,0.14
658,.1759,41.2,0.37
544,.1291,46.5,0.28
594,.1163,52.8,0.19

0,0,0,1.0
304,.2563,20.5,0.68
379,.3767,14.5,0.78
294,.285,12.1,0.81

540,.1169,53.8,0.17
