12,.0056,66.5,-0.02
16,.0128,64.9,0.0
0,0,65.6,-0.01
12,.0056,66.5,-0.02

429,.0567,67.4,-0.04
442,.0573,67.7,-0.04
434,.0455,68.1,-0.05
6,.0055,0,1.0

12,.0092,0,1.0
193,.0468,64.5,0.01
15,.0137,0,1.0
240,.0674,60.9,0.06

164,.0442,0,1.0
286,.0411,70.3,-0.08
29,.0122,0,1.0
437,.045,68.3,-0.05

36,.0072,63.8,0.02
1,0,0,1.0
51,.0283,61.5,0.05
25,.0087,65.8,-0.01

372,.0533,61.8,0.05
375,.0537,59.5,0.08
364,.0371,69.8,-0.07
5,.0089,0,1.0

67,.0263,62.9,0.03
0,0,0,1.0
0,0,0,1.0
141,.0521,55.3,0.15

77,.0413,60.9,0.06
256,.0701,60.9,0.06
68,.0502,44.4,0.32
61,.0327,56.7,0.13

439,.0965,60.1,0.08
0,0,0,1.0
439,.0965,60.1,0.08
0,0,0,1.0

409,.0624,59.3,0.09
48,0,0,1.0
0,0,0,1.0
242,.0995,61.9,0.05

299,.0565,64.7,0.0
201,.0367,62.3,0.04
20,.0197,0,1.0
200,.0324,68.1,-0.05

206,.0411,66.9,-0.03
0,0,0,1.0
0,0,0,1.0
12,.0049,0,1.0

147,.0471,65.8,-0.01
191,.0266,65.9,-0.01
144,.0448,64.9,0.0
75,.017,68.3,-0.05

284,.0698,61.2,0.06
0,0,0,1.0
410,.0776,59.7,0.08
0,0,0,1.0

541,.1347,50.6,0.22
515,.0935,52.9,0.19
449,.0777,56,0.14
461,.0782,61.9,0.05

302,.1367,29.4,0.55
375,.217,24.7,0.62
418,.1604,31.5,0.52
12,.0135,0,1.0

21,.0825,0,1.0
126,.2713,15,0.77
178,.4943,9,0.86
208,.3541,16,0.75

646,.1446,56.1,0.14
628,.0845,60.4,0.07
0,0,0,1.0
165,.3485,12.6,0.81

167,.0209,68.2,-0.05
170,.0299,67.8,-0.04
147,.0186,71.1,-0.09
149,.0166,71.9,-0.11

81,.0226,63.7,0.02
75,.0272,63.9,0.02
3,.0031,0,1.0
3,.0027,0,1.0

0,0,0,1.0
55,.1634,0,1.0
579,.1001,59.1,0.09
614,.1301,52.5,0.19

313,.0703,63.1,0.03
490,.0905,53.4,0.18
0,0,0,1.0
474,.082,63,0.03

0,0,0,1.0
260,.0711,57.5,0.12
0,0,0,1.0
221,.127,41.6,0.36

339,.2094,23.7,0.64
458,.2664,24.6,0.62
371,.1576,27.5,0.58
29,.068,0,1.0

166,.0433,69.1,-0.06
151,.0501,63.2,0.03
306,.0449,66.3,-0.02
179,.0671,60.6,0.07

15,.0082,64.9,0.0
122,.0246,69.5,-0.07
121,.0251,66.4,-0.02
29,0,0,1.0

0,0,0,1.0
1,.0008,0,1.0
116,.0293,58.3,0.1
28,.0402,29.9,0.54

0,0,0,1.0
293,.0915,56.5,0.13
22,.0233,0,1.0
0,0,0,1.0

78,0,0,1.0
482,.0705,59.9,0.08
64,0,0,1.0
0,0,0,1.0

628,.1605,40.8,0.37
655,.1557,45.8,0.3
600,.1797,40.4,0.38
634,.2383,29.4,0.55

234,.0852,51.6,0.21
196,.053,62.3,0.04
273,.0579,59.4,0.09
186,.0512,58.8,0.1

366,.1898,40.7,0.37
34,.5333,0,1.0
293,.1622,19.9,0.69
0,0,0,1.0

0,0,0,1.0
236,.0643,62.3,0.04
0,0,0,1.0
213,.0605,61.8,0.05

277,.0495,62.1,0.04
18,0,0,1.0
0,0,0,1.0
135,.0552,65.6,-0.01

95,.0355,59.8,0.08
112,.0459,61,0.06
0,0,0,1.0
3,0,0,1.0

14,.0136,58.4,0.1
0,0,0,1.0
1,0,0,1.0
46,.0551,51.9,0.2

35,.0289,62.2,0.04
0,0,0,1.0
0,0,0,1.0
110,.0537,59,0.09

5,.0066,59.2,0.09
0,0,0,1.0
1,0,0,1.0
13,.0189,52.7,0.19

2,0,0,1.0
1,0,0,1.0
7,.0047,61.2,0.06
43,.0337,63.3,0.03

2,.0009,0,1.0
326,.0964,58.7,0.1
32,.0343,0,1.0
73,.1366,0,1.0

40,.0182,0,1.0
343,.0627,64.3,0.01
359,.0576,68.8,-0.06
24,.0271,0,1.0

28,.0442,0,1.0
62,.1348,0,1.0
410,.1476,48.4,0.26
112,.0643,0,1.0

136,.1224,61,0.06
124,.109,58.8,0.1
0,0,0,1.0
49,0,0,1.0

232,.0503,63.7,0.02
195,.0457,70.7,-0.09
195,.0425,71.1,-0.09
189,.0552,63.3,0.03

397,.122,54.7,0.16
376,.1157,58.2,0.1
408,.1156,59.2,0.09
387,.1074,61.1,0.06

376,.1157,58.2,0.1
408,.1156,59.2,0.09
387,.1074,61.1,0.06
362,.1486,52.2,0.2

105,.0454,66.3,-0.02
0,0,0,1.0
0,0,0,1.0
185,.064,60.4,0.07

406,.0622,63.9,0.02
295,.0889,63.2,0.03
332,.1915,42,0.35
282,.1198,52.7,0.19

127,.1957,33,0.49
103,.1594,32.3,0.5
0,0,0,1.0
55,0,0,1.0

45,.0467,0,1.0
268,.2666,19,0.71
0,0,0,1.0
234,.1279,23.3,0.64

354,.3179,15.5,0.76
394,.3332,16.4,0.75
250,.1709,17.9,0.72
41,.0873,0,1.0

469,.0915,53.6,0.18
64,0,0,1.0
0,0,0,1.0
279,.126,58.8,0.1

279,.2878,16.7,0.74
364,.4366,16.5,0.75
301,.0726,46,0.29
46,.0739,0,1.0

69,.0522,53.6,0.18
93,.043,66.4,-0.02
80,.0513,54.8,0.16
0,0,0,1.0

229,.221,25.5,0.61
282,.2613,9.9,0.85
470,.3281,17.4,0.73
27,.0462,0,1.0

0,0,0,1.0
0,0,0,1.0
344,.096,58.7,0.1
58,.0242,0,1.0

257,.2686,26.5,0.59
371,.3458,11,0.83
471,.3205,18,0.72
26,.0415,0,1.0

0,0,0,1.0
83,.2177,0,1.0
641,.1578,39.1,0.4
463,.0858,53,0.18

698,.1686,45.7,0.3
691,.1265,53.8,0.17
611,.1061,56.9,0.12
671,.1154,56.2,0.14

227,.0878,39.7,0.39
339,.1732,34.3,0.47
565,.2479,16.2,0.75
573,.2575,24.1,0.63

312,.0577,62.2,0.04
143,.03,62.1,0.04
340,.0683,60.9,0.06
12,.0123,0,1.0

387,.0762,63.6,0.02
345,.0641,65,0.0
10,.0098,0,1.0
0,0,0,1.0

109,.0225,67.6,-0.04
123,.0256,67.5,-0.04
106,.018,69.3,-0.07
145,.0271,64.7,0.0

145,.0232,66.9,-0.03
103,.0148,72.8,-0.12
4,.0025,0,1.0
0,0,0,1.0

175,.0341,68.9,-0.06
0,0,69.1,-0.06
120,.0203,68.5,-0.05
168,.023,70.8,-0.09

0,0,0,1.0
159,.0396,68.6,-0.06
142,.0372,67.7,-0.04
139,.035,68.4,-0.05

0,0,0,1.0
61,.1451,0,1.0
675,.1121,55.8,0.14
442,.0692,60.3,0.07

8,.0128,0,1.0
48,.0263,0,1.0
224,.0414,68.2,-0.05
57,.0267,0,1.0

163,.0227,66.1,-0.02
48,.0117,68.8,-0.06
72,.0188,68.7,-0.06
88,.0381,62.5,0.04

262,.0377,70.4,-0.08
278,.0387,69.1,-0.06
285,.0431,66.3,-0.02
284,.0411,66.5,-0.02

24,.0046,67.9,-0.04
25,.0052,67.2,-0.03
6,.0032,0,1.0
5,.0011,0,1.0

0,0,0,1.0
9,.004,68.9,-0.06
47,.0341,63.8,0.02
47,.0341,63.8,0.02

279,.0415,65.3,-0.0
264,.0357,67.5,-0.04
237,.0245,70.8,-0.09
3,.0021,0,1.0

597,.0886,64.4,0.01
579,.0766,64.8,0.0
545,.0727,68.4,-0.05
558,.0782,62.1,0.04

389,.0587,60.6,0.07
26,0,0,1.0
0,0,0,1.0
187,.0748,61.8,0.05

391,.0597,60.8,0.06
33,0,0,1.0
0,0,0,1.0
208,.0847,61.5,0.05

147,.0532,57.7,0.11
0,0,0,1.0
0,0,0,1.0
378,.0591,64.3,0.01

435,.0643,60.4,0.07
34,0,0,1.0
0,0,0,1.0
237,.0988,60.8,0.06

240,.0442,64.8,0.0
323,.038,65.3,-0.0
387,.0565,70.6,-0.09
22,.028,0,1.0

16,0,0,1.0
99,.0197,69,-0.06
3,0,0,1.0
112,.0297,65.7,-0.01

2,0,0,1.0
11,.0043,69.5,-0.07
47,.0341,63.9,0.02
47,.0341,63.9,0.02

63,.0118,67.8,-0.04
61,.0102,68,-0.05
95,.0196,65.5,-0.01
64,.0124,65.7,-0.01

41,.0253,61,0.06
395,.0876,61.8,0.05
406,.0835,62.4,0.04
78,0,0,1.0

240,.0628,64.8,0.0
83,.0346,0,1.0
4,0,0,1.0
33,0,0,1.0

69,.2827,16.2,0.75
0,0,0,1.0
82,0,0,1.0
106,.2373,16.7,0.74

202,.068,48.2,0.26
342,.1072,46,0.29
0,0,0,1.0
40,0,0,1.0

41,.0126,0,1.0
349,.0544,63.5,0.02
314,.0521,61.1,0.06
299,.0439,62,0.05

459,.0724,58.3,0.1
45,0,0,1.0
0,0,0,1.0
288,.131,57,0.12

0,0,0,1.0
0,0,0,1.0
243,.0661,60,0.08
69,.0292,0,1.0

166,.0451,65.8,-0.01
157,.0515,61.6,0.05
155,.0612,54.2,0.17
156,.0526,58.3,0.1

286,.0573,62.4,0.04
288,.0597,62.6,0.04
95,.052,0,1.0
92,.0372,0,1.0

490,.0918,69,-0.06
23,0,0,1.0
0,0,0,1.0
256,.1124,61,0.06

38,.0786,0,1.0
424,.0705,61.4,0.06
0,0,0,1.0
27,.0672,0,1.0

434,.0721,64.5,0.01
542,.0721,65.2,-0.0
0,0,0,1.0
367,.0807,61,0.06

659,.2043,42.3,0.35
723,.22,36,0.45
697,.0968,51.3,0.21
7,.0063,0,1.0

51,.0476,0,1.0
346,.1508,33,0.49
0,0,0,1.0
428,.163,37.7,0.42

59,.0719,0,1.0
682,.106,64.7,0.0
546,.0851,62.4,0.04
584,.0769,65.7,-0.01

148,.0377,68.6,-0.06
178,.5145,6.8,0.9
182,.3203,31.7,0.51
369,.1258,50.2,0.23

393,.184,26.7,0.59
435,.1484,34.7,0.47
62,.0757,0,1.0
406,.1457,30.2,0.54

1,0,0,1.0
51,.0377,64.2,0.01
184,.0453,67.5,-0.04
59,.0564,53,0.18

42,.0188,65.3,-0.0
67,.0102,67.9,-0.04
40,.006,63,0.03
1,0,0,1.0

111,.0266,67.5,-0.04
74,.0116,69.2,-0.06
231,.0357,72,-0.11
5,.01,0,1.0

8,.0039,0,1.0
279,.1194,40.3,0.38
27,.0269,0,1.0
35,.0611,0,1.0

620,.1279,54.1,0.17
607,.0998,54.8,0.16
0,0,0,1.0
175,.3901,8.7,0.87

603,.2355,29.6,0.54
584,.2921,20.4,0.69
509,.2153,29.3,0.55
596,.2572,28.1,0.57

68,.0885,0,1.0
240,.139,39.5,0.39
6,.0175,0,1.0
